pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FC,2025-10-31,91.9,-1.96,5.27,"Guerrero Jr., Vladimir",665489,808967,,called_strike,,,,,9.0,Called Strike,W,R,R,TOR,LAD,S,,,0,0,2025,0.63,0.64,0.76,2.21,,,,0,4,Bot,,,,,,,5.563550353084182,-133.80653162265864,-3.2990678495716868,6.300205626372959,29.235726941147377,-23.997506386976884,3.68,1.56,,,,92.2,2463.0,6.5,813025,669257,518692,500743,571970,605141,571771,669242,606192,54.03,,,,,,,,29,1,Cutter,1,3,1,3,3,1,1,3,Standard,Standard,180.0,-0.004,-0.039,,,,0.039,,-2,-2,0.311,0.311,26,26,27,26,2,1,6.0,2.0,1.0,1.0,2.06,-0.63,-0.63,40.2,,,,,
FF,2025-10-31,98.8,-2.17,6.08,"Guerrero Jr., Vladimir",665489,808963,walk,ball,,,,,11.0,Vladimir Guerrero Jr. walks. George Springer to 2nd.,W,R,R,TOR,LAD,B,,,3,2,2025,-0.55,1.27,-0.22,4.22,,,543807.0,1,8,Bot,,,,,,,6.692286667486026,-143.7410858896439,-2.6038834584158157,-9.23931157404108,35.00162307125585,-14.258843293292015,3.57,1.53,,,,100.0,2300.0,7.1,813025,669257,518692,500743,571970,605141,571771,669242,681624,53.44,,0.691497,0.7,1.0,0.0,0.0,,62,7,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,222.0,0.072,0.266,,,,-0.266,,-2,-2,0.191,0.191,23,26,24,26,1,3,4.0,2.0,,1.0,1.08,0.55,0.55,44.1,,,,,
FS,2025-10-31,85.4,-2.11,6.1,"Guerrero Jr., Vladimir",665489,808963,,ball,,,,,11.0,Ball,W,R,R,TOR,LAD,B,,,2,2,2025,0.13,-0.61,-1.31,3.55,,,543807.0,1,8,Bot,,,,,,,1.640746819793247,-124.26521420045044,1.6148416421948448,1.0136114516209431,27.572753466248823,-39.03868712966877,3.61,1.45,,,,86.1,498.0,7.0,813025,669257,518692,500743,571970,605141,571771,669242,681624,53.51,,,,,,,,62,6,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,345.0,0.019,0.098,,,,-0.098,,-2,-2,0.172,0.172,23,26,24,26,1,3,4.0,2.0,,1.0,3.76,-0.13,-0.13,46.5,,,,,
FS,2025-10-31,86.3,-1.99,6.16,"Guerrero Jr., Vladimir",665489,808963,,foul,,,,,13.0,Foul,W,R,R,TOR,LAD,S,,,2,2,2025,-0.78,-0.72,-0.72,0.38,,,543807.0,1,8,Bot,,,,,,,4.679837130998366,-125.4771777947462,-6.034332926218815,-9.194483037953557,29.89152816007245,-38.467023279658896,3.66,1.6,,,,87.2,478.0,7.3,813025,669257,518692,500743,571970,605141,571771,669242,681624,53.17,,,,,,,,62,5,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,296.0,0.0,0.0,64.7,9.0,,0.0,,-2,-2,0.172,0.172,23,26,24,26,1,3,4.0,2.0,,1.0,3.83,0.78,0.78,48.0,21.96643398728438,-32.789292168470226,45.6239308190494,25.8002170701764,48.99769513513894
FS,2025-10-31,85.9,-2.02,6.1,"Guerrero Jr., Vladimir",665489,808963,,ball,,,,,7.0,Ball,W,R,R,TOR,LAD,B,,,1,2,2025,-0.31,-0.44,-0.53,1.65,,,543807.0,1,8,Bot,,,,,,,4.216273836847188,-124.94766792578288,-3.293323459612433,-4.231302550269702,30.37123122522712,-36.19765765373236,3.51,1.57,,,,86.5,514.0,7.2,813025,669257,518692,500743,571970,605141,571771,669242,681624,53.31,,,,,,,,62,4,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,323.0,0.009,0.044,,,,-0.044,,-2,-2,0.163,0.163,23,26,24,26,1,3,4.0,2.0,,1.0,3.59,0.31,0.31,48.6,,,,,
FS,2025-10-31,86.0,-2.03,6.09,"Guerrero Jr., Vladimir",665489,808963,,swinging_strike,,,,,13.0,Swinging Strike,W,R,R,TOR,LAD,S,,,1,1,2025,-1.25,-0.17,-0.88,1.34,,,543807.0,1,8,Bot,,,,,,,5.347568273281135,-125.02821378970395,-4.609201144413466,-14.158558148996812,28.96664940639017,-33.10593237041666,3.66,1.6,,,,86.8,510.0,7.2,813025,669257,518692,500743,571970,605141,571771,669242,681624,53.34,,,,,,,,62,3,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,293.0,-0.012,-0.056,81.0,9.1,,0.056,,-2,-2,0.175,0.175,23,26,24,26,1,3,4.0,2.0,,1.0,3.3,1.25,1.25,49.3,25.79322488378284,-52.71437873310485,31.3235179001184,24.298572165472656,62.03201127360134
FS,2025-10-31,87.0,-2.06,6.08,"Guerrero Jr., Vladimir",665489,808963,,ball,,,,,13.0,Ball,W,R,R,TOR,LAD,B,,,0,1,2025,-0.19,-0.74,-1.2,1.09,,,543807.0,1,8,Bot,,,,,,,2.486011796541653,-126.45935915638836,-4.16235665812102,-2.655010529102102,30.99248781885607,-39.20836358454941,3.59,1.53,,,,87.3,503.0,7.0,813025,669257,518692,500743,571970,605141,571771,669242,681624,53.5,,,,,,,,62,2,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,307.0,0.006,0.019,,,,-0.019,,-2,-2,0.169,0.169,23,26,24,26,1,3,4.0,2.0,,1.0,3.81,0.19,0.19,47.7,,,,,
FS,2025-10-31,85.6,-1.94,6.14,"Guerrero Jr., Vladimir",665489,808963,,called_strike,,,,,4.0,Called Strike,W,R,R,TOR,LAD,S,,,0,0,2025,0.28,-0.46,-0.67,2.94,,,543807.0,1,8,Bot,,,,,,,2.4564413884271734,-124.5972446262643,-0.2671350172690403,2.3752624169116667,28.30996323599441,-37.07608827483379,3.59,1.53,,,,86.2,502.0,6.9,813025,669257,518692,500743,571970,605141,571771,669242,681624,53.55,,,,,,,,62,1,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,323.0,-0.009,-0.04,,,,0.04,,-2,-2,0.178,0.178,23,26,24,26,1,3,4.0,2.0,,1.0,3.6,-0.28,-0.28,48.5,,,,,
CU,2025-10-31,79.1,-1.59,5.48,"Guerrero Jr., Vladimir",665489,808967,grounded_into_double_play,hit_into_play,,,,,5.0,"Vladimir Guerrero Jr. grounds into a double play, third baseman Max Muncy to second baseman Miguel Rojas to first baseman Freddie Freeman. Nathan Lukes out at 2nd. Vladimir Guerrero Jr. out at 1st.",W,R,R,TOR,LAD,X,5.0,ground_ball,1,1,2025,0.99,-1.56,-0.13,2.35,,,664770.0,1,1,Bot,105.88,167.8,,,,,1.3332192884715035,-115.04029881063433,3.054219970904997,8.336081042697842,25.71135727734336,-46.74868712480193,3.66,1.6,18.0,106.2,-7.0,78.9,2872.0,6.6,813025,669257,518692,500743,571970,605141,571771,669242,606192,53.88,0.353,0.308,0.0,1.0,0.0,0.0,2.0,6,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,34.0,-0.05,-0.297,81.4,7.6,0.386,0.297,106.2,0,0,0.55,0.55,26,26,27,26,1,0,6.0,2.0,1.0,1.0,5.27,-0.99,-0.99,48.3,6.460482764821316,-14.820787018978251,27.79447623018192,33.022196124547584,41.91104396920255
FS,2025-10-31,91.4,-1.98,5.26,"Guerrero Jr., Vladimir",665489,808967,,ball,,,,,13.0,Ball,W,R,R,TOR,LAD,B,,,0,1,2025,-0.99,-0.13,-1.07,2.16,,,664770.0,1,1,Bot,,,,,,,4.451708845499201,-133.00808863504906,-1.6131593589060529,-12.757320625457716,30.52469320608564,-33.54395078441158,3.58,1.47,,,,91.5,1265.0,6.5,813025,669257,518692,500743,571970,605141,571771,669242,606192,54.0,,,,,,,,6,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,241.0,0.003,0.019,,,,-0.019,,0,0,0.547,0.547,26,26,27,26,1,0,6.0,2.0,1.0,1.0,2.87,0.99,0.99,38.7,,,,,
FC,2025-10-31,91.3,-2.14,5.27,"Guerrero Jr., Vladimir",665489,808967,,called_strike,,,,,6.0,Called Strike,W,R,R,TOR,LAD,S,,,0,0,2025,0.6,0.51,0.76,2.27,,,664770.0,1,1,Bot,,,,,,,6.039506153609941,-132.94827996618196,-2.782047136053005,5.876655537272612,28.043566391964006,-25.735874320271968,3.6,1.46,,,,91.7,2611.0,6.4,813025,669257,518692,500743,571970,605141,571771,669242,606192,54.06,,,,,,,,6,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,173.0,-0.004,-0.04,,,,0.04,,0,0,0.551,0.551,26,26,27,26,1,0,6.0,2.0,1.0,1.0,2.22,-0.6,-0.6,39.3,,,,,
FF,2025-10-29,95.9,1.71,6.48,"Guerrero Jr., Vladimir",665489,605483,grounded_into_double_play,hit_into_play,,,,,1.0,"Vladimir Guerrero Jr. grounds into a double play, pitcher Blake Snell to second baseman Tommy Edman to first baseman Freddie Freeman. Davis Schneider out at 2nd. Vladimir Guerrero Jr. out at 1st.",W,R,L,LAD,TOR,X,1.0,ground_ball,0,2,2025,0.18,1.44,-0.37,3.32,,,676914.0,0,5,Top,127.68,181.49,,,,,-5.952449423791032,-139.34972689567613,-5.989922850260009,3.7902044647607713,33.514932968142546,-12.332972953862525,3.66,1.6,9.0,78.3,-18.0,96.3,2425.0,6.8,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.72,0.07,0.058,0.0,1.0,0.0,0.0,2.0,36,3,4-Seam Fastball,1,3,3,1,3,1,3,1,Standard,Standard,161.0,0.049,-0.24,67.3,5.9,0.089,0.24,88.0,-2,2,0.231,0.769,32,26,33,26,3,2,5.0,1.0,3.0,2.0,1.06,0.18,-0.18,57.9,-7.491515587045894,13.674353662855555,28.35470511965702,29.09569464096797,19.747392950755817
SL,2025-10-29,90.2,2.0,6.46,"Guerrero Jr., Vladimir",665489,605483,,foul,,,,,6.0,Foul,W,R,L,LAD,TOR,S,,,0,1,2025,0.04,0.61,0.51,2.79,,,676914.0,0,5,Top,,,,,,,-3.8182729284563326,-131.30458025819928,-4.443947612204161,1.3205182968867717,30.097863187347272,-24.375240871028986,3.66,1.6,184.0,70.9,32.0,90.4,2317.0,6.6,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.91,,,,,,,,36,2,Slider,1,3,3,1,3,1,3,1,Standard,Standard,168.0,0.005,-0.053,72.9,6.4,,0.053,88.0,-2,2,0.226,0.774,32,26,33,26,3,2,5.0,1.0,3.0,2.0,2.21,0.04,-0.04,55.5,-16.62843968306311,24.24523814206925,34.10930648724756,39.632582830202416,14.787228364905268
CH,2025-10-29,85.9,2.18,6.37,"Guerrero Jr., Vladimir",665489,605483,,called_strike,,,,,6.0,Called Strike,W,R,L,LAD,TOR,S,,,0,0,2025,1.09,0.78,0.76,2.35,,,676914.0,0,5,Top,,,,,,,-5.626668348163481,-124.98815638658245,-4.858819010725433,12.600299856166794,25.902950109713583,-23.18968897355819,3.74,1.6,,,,86.3,1640.0,6.6,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.88,,,,,,,,36,1,Changeup,1,3,3,1,3,1,3,1,Standard,Standard,132.0,0.004,-0.043,,,,0.043,,-2,2,0.222,0.778,32,26,33,26,3,2,5.0,1.0,3.0,2.0,2.31,1.09,-1.09,50.0,,,,,
CU,2025-10-29,81.2,1.86,6.54,"Guerrero Jr., Vladimir",665489,605483,walk,ball,,,,,13.0,Vladimir Guerrero Jr. walks.,W,R,L,LAD,TOR,B,,,3,1,2025,-1.31,-0.5,-0.46,1.36,,,,1,3,Top,,,,,,,-2.721324590091931,-118.23856650933514,-4.016008583287928,-11.68457251807965,23.66581726310492,-36.29620348784732,3.6,1.6,,,,81.9,2617.0,6.9,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.64,,0.691497,0.7,1.0,0.0,0.0,,18,5,Curveball,0,2,2,0,2,0,2,0,Standard,Standard,327.0,-0.011,0.253,,,,-0.253,,-2,2,0.298,0.702,32,26,33,26,2,1,5.0,1.0,3.0,2.0,3.97,-1.31,1.31,60.9,,,,,
SL,2025-10-29,90.0,2.05,6.5,"Guerrero Jr., Vladimir",665489,605483,,ball,,,,,13.0,Ball,W,R,L,LAD,TOR,B,,,2,1,2025,-0.39,0.59,-1.14,2.16,,,,1,3,Top,,,,,,,-7.1288037853684685,-130.86052800407015,-6.129876539434354,-3.0766808025233146,25.895540246627743,-24.305089640087303,3.66,1.6,,,,90.8,2447.0,6.7,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.8,,,,,,,,18,4,Slider,0,2,2,0,2,0,2,0,Standard,Standard,165.0,-0.006,0.121,,,,-0.121,,-2,2,0.304,0.696,32,26,33,26,2,1,5.0,1.0,3.0,2.0,2.21,-0.39,0.39,55.2,,,,,
CU,2025-10-29,81.7,1.97,6.49,"Guerrero Jr., Vladimir",665489,605483,,ball,,,,,13.0,Ball,W,R,L,LAD,TOR,B,,,1,1,2025,-0.93,-0.63,-0.54,0.51,,,,1,3,Top,,,,,,,-3.886600179361293,-118.7963842805527,-5.651418048163396,-7.9682957541818205,24.226952060178352,-37.21480292584114,3.6,1.54,,,,82.2,2598.0,6.8,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.67,,,,,,,,18,3,Curveball,0,2,2,0,2,0,2,0,Standard,Standard,324.0,-0.003,0.055,,,,-0.055,,-2,2,0.307,0.693,32,26,33,26,2,1,5.0,1.0,3.0,2.0,4.07,-0.93,0.93,59.7,,,,,
CH,2025-10-29,85.7,2.23,6.29,"Guerrero Jr., Vladimir",665489,605483,,swinging_strike,,,,,6.0,Swinging Strike,W,R,L,LAD,TOR,S,,,1,0,2025,1.04,1.08,0.7,2.33,,,,1,3,Top,,,,,,,-5.783108243965725,-124.5690017482215,-5.316825883722954,11.967688012960416,24.99910365851089,-20.07587788933058,3.66,1.6,,,,86.5,1971.0,6.9,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.63,,,,,,,,18,2,Changeup,0,2,2,0,2,0,2,0,Standard,Standard,130.0,0.003,-0.049,78.3,8.6,,0.049,,-2,2,0.304,0.696,32,26,33,26,2,1,5.0,1.0,3.0,2.0,2.03,1.04,-1.04,51.8,15.278004430750256,-28.92074302049129,24.84174166025956,42.51230222117258,49.96282777769258
FF,2025-10-29,96.9,1.98,6.53,"Guerrero Jr., Vladimir",665489,605483,,ball,,,,,12.0,Ball,W,R,L,LAD,TOR,B,,,0,0,2025,0.44,1.64,0.08,4.04,,,,1,3,Top,,,,,,,-6.13523109966483,-140.94618259089518,-4.84857336198045,7.300763858816451,33.863901572467974,-9.503775257801315,3.66,1.6,,,,97.6,2533.0,6.8,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.67,,,,,,,,18,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,158.0,-0.002,0.039,,,,-0.039,,-2,2,0.306,0.694,32,26,33,26,2,1,5.0,1.0,3.0,2.0,0.81,0.44,-0.44,55.9,,,,,
FF,2025-10-29,99.9,-1.64,5.8,"Guerrero Jr., Vladimir",665489,683618,walk,ball,,,,,12.0,Vladimir Guerrero Jr. walks. Addison Barger scores. Andrés Giménez to 2nd. Wild pitch by pitcher Edgardo Henriquez.,W,R,R,LAD,TOR,B,,,3,2,2025,-0.18,1.16,2.03,3.62,680718.0,,665926.0,2,7,Top,,,,,,,10.629755332807925,-145.10537649028026,-3.365542084380963,-5.051575309611618,33.32130553085028,-15.196897279234603,3.58,1.6,,,,100.7,2326.0,6.8,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.73,,0.691497,0.7,1.0,0.0,0.0,,51,6,4-Seam Fastball,1,3,3,1,4,1,4,1,Strategic,Standard,211.0,-0.074,0.175,,,,-0.175,,-2,2,0.183,0.817,23,26,23,26,1,3,2.0,1.0,,2.0,1.13,0.18,0.18,41.6,,,,,
FF,2025-10-29,99.0,-1.75,5.83,"Guerrero Jr., Vladimir",665489,683618,,foul,,,,,6.0,Foul,W,R,R,LAD,TOR,S,,,3,1,2025,-0.71,1.33,0.55,2.28,680718.0,,665926.0,2,7,Top,,,,,,,7.969595553046214,-143.896120126242,-7.4009524987528,-11.68766242534114,33.33656457007805,-12.152227178754575,3.66,1.6,198.0,74.7,57.0,99.7,2618.0,6.7,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.79,,,,,,,,51,5,4-Seam Fastball,1,3,3,1,3,1,3,1,Standard,Standard,210.0,0.004,-0.053,77.8,7.6,,0.053,88.0,-2,2,0.179,0.821,23,26,23,26,1,3,2.0,1.0,,2.0,1.0,0.71,0.71,41.8,-8.067505775764529,2.055557682936048,29.985503914199125,41.45781042709204,26.969824099534176
ST,2025-10-29,85.7,-2.95,6.08,"Guerrero Jr., Vladimir",665489,595014,field_out,hit_into_play,,,,,14.0,"Vladimir Guerrero Jr. grounds out, pitcher Blake Treinen to first baseman Freddie Freeman.",W,R,R,LAD,TOR,X,1.0,ground_ball,1,2,2025,0.93,0.17,1.28,2.17,,,,0,9,Top,128.19,179.46,,,,,8.000347512963803,-124.5739872245187,-3.23382785729006,7.9309029513221,26.540828396459624,-29.949566372637463,3.66,1.6,8.0,100.2,-16.0,84.2,2656.0,5.5,813022,669257,518692,669242,571970,605141,669743,571771,606192,54.97,0.177,0.152,0.0,1.0,0.0,0.0,2.0,67,4,Sweeper,1,6,6,1,6,1,6,1,Standard,Standard,44.0,0.001,-0.189,66.5,7.6,0.183,0.189,100.2,-5,5,0.006,0.994,37,26,37,26,1,4,1.0,1.0,,2.0,2.96,-0.93,-0.93,28.8,-1.5639953588658184,8.587959405664128,21.717234828572725,49.94050557893438,30.371917278030693
CU,2025-10-29,82.4,-1.78,6.04,"Guerrero Jr., Vladimir",665489,683618,,ball,,,,,11.0,Ball,W,R,R,LAD,TOR,B,,,2,1,2025,1.01,-0.96,-1.22,3.26,680718.0,,665926.0,2,7,Top,,,,,,,-0.6879273005549899,-119.95585024899128,2.077707898264237,9.862972907695738,23.681430673740596,-42.09766920088993,3.58,1.6,,,,82.5,2823.0,6.4,813022,669257,518692,669242,571970,605141,669743,571771,606192,54.13,,,,,,,,51,4,Curveball,1,3,3,1,3,1,3,1,Standard,Standard,47.0,-0.005,0.065,,,,-0.065,,-2,2,0.184,0.816,23,26,23,26,1,3,2.0,1.0,,2.0,4.32,-1.01,-1.01,44.2,,,,,
FF,2025-10-29,100.0,-1.75,5.9,"Guerrero Jr., Vladimir",665489,683618,,ball,,,,,11.0,Ball,W,R,R,LAD,TOR,B,,,1,1,2025,-0.85,1.38,-0.29,4.2,680718.0,,665926.0,2,7,Top,,,,,,,6.05456222218086,-145.49435600170477,-2.5539703896831853,-13.519526297680102,35.42786982591133,-12.229403910104848,3.62,1.6,,,,100.2,2610.0,6.5,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.98,,,,,,,,51,3,4-Seam Fastball,1,3,3,1,3,1,3,1,Standard,Standard,209.0,-0.003,0.03,,,,-0.03,,-2,2,0.187,0.813,23,26,23,26,1,3,2.0,1.0,,2.0,0.91,0.85,0.85,45.1,,,,,
FF,2025-10-29,96.0,1.97,6.54,"Guerrero Jr., Vladimir",665489,605483,home_run,hit_into_play,,,,,4.0,Vladimir Guerrero Jr. homers (8) on a fly ball to left field.,W,R,L,LAD,TOR,X,,fly_ball,0,1,2025,0.4,1.69,-0.47,2.42,,,,0,1,Top,19.6,78.68,,,,,-7.386113756369265,-139.3307797830533,-9.152754108240243,6.837332469390964,31.612162635549726,-8.25836473279679,3.66,1.6,394.0,104.4,24.0,96.5,2582.0,6.7,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.76,0.744,1.31,2.0,1.0,0.0,3.0,6.0,2,2,4-Seam Fastball,0,1,1,0,2,0,2,0,Strategic,Standard,157.0,-0.093,1.154,87.4,8.2,2.448,-1.154,104.4,-1,1,0.407,0.593,32,26,33,26,1,0,5.0,1.0,3.0,2.0,0.8,0.4,-0.4,53.4,8.596998669926137,-22.82755727628008,35.09837139969901,27.85960898953239,36.76208652062434
SI,2025-10-29,97.0,-2.74,6.2,"Guerrero Jr., Vladimir",665489,595014,,foul,,,,,7.0,Foul,W,R,R,LAD,TOR,S,,,1,1,2025,-1.55,0.27,-0.61,2.24,,,,0,9,Top,,,,,,,9.089532561848294,-140.83037581411503,-5.548379065251342,-22.687398318777745,33.82020937245874,-27.434483826896205,3.66,1.6,3.0,100.9,-35.0,95.4,2308.0,5.6,813022,669257,518692,669242,571970,605141,669743,571771,606192,54.88,,,,,,,,67,3,Sinker,1,6,6,1,6,1,6,1,Standard,Standard,230.0,0.0,-0.061,86.7,8.4,,0.061,100.9,-5,5,0.006,0.994,37,26,37,26,1,4,1.0,1.0,,2.0,2.17,1.55,1.55,33.1,8.201935531636314,-27.566433941303732,29.962397734791107,26.553941174512254,39.64397407828272
SI,2025-10-29,95.5,-2.87,6.18,"Guerrero Jr., Vladimir",665489,595014,,foul,,,,,4.0,Foul,W,R,R,LAD,TOR,S,,,1,0,2025,-1.41,0.46,-0.41,2.5,,,,0,9,Top,,,,,,,9.486509081996344,-138.67386460528104,-4.976273086310979,-20.306611028798077,33.048056496184444,-25.29268337289089,3.66,1.6,6.0,92.3,-24.0,93.9,2287.0,5.6,813022,669257,518692,669242,571970,605141,669743,571771,606192,54.89,,,,,,,,67,2,Sinker,1,6,6,1,6,1,6,1,Standard,Standard,230.0,0.0,-0.05,81.6,8.2,,0.05,92.3,-5,5,0.006,0.994,37,26,37,26,1,4,1.0,1.0,,2.0,2.07,1.41,1.41,30.7,8.000758335262274,-28.24408036026484,23.876388578678696,31.18218296722813,45.4497456083098
FF,2025-10-29,99.7,-1.81,5.85,"Guerrero Jr., Vladimir",665489,683618,,swinging_strike,,,,,2.0,Swinging Strike,W,R,R,LAD,TOR,S,,,1,0,2025,-0.74,1.35,-0.2,3.54,680718.0,,665926.0,2,7,Top,,,,,,,6.191567402143018,-145.0745472296776,-4.15545078742663,-11.848080856935264,34.255123391699705,-12.39072821623665,3.66,1.6,,,,100.2,2553.0,6.6,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.93,,,,,,,,51,2,4-Seam Fastball,1,3,3,1,3,1,3,1,Standard,Standard,207.0,0.003,-0.037,75.7,6.3,,0.037,,-2,2,0.184,0.816,23,26,23,26,1,3,2.0,1.0,,2.0,0.95,0.74,0.74,41.5,-9.309337131674672,19.387054508606663,23.353025495957947,33.02166405090637,20.657964556357545
FF,2025-10-29,96.8,1.93,6.55,"Guerrero Jr., Vladimir",665489,605483,,called_strike,,,,,7.0,Called Strike,W,R,L,LAD,TOR,S,,,0,0,2025,0.44,1.6,-0.51,1.94,,,,0,1,Top,,,,,,,-7.564149620890404,-140.45722170280945,-10.47796639240873,7.459464797627925,31.175829173048648,-8.816418328879355,3.74,1.66,,,,97.6,2554.0,6.9,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.63,,,,,,,,2,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Strategic,Standard,159.0,0.003,-0.039,,,,0.039,,-1,1,0.404,0.596,32,26,33,26,1,0,5.0,1.0,3.0,2.0,0.85,0.44,-0.44,54.2,,,,,
FC,2025-10-29,91.7,-2.79,6.23,"Guerrero Jr., Vladimir",665489,595014,,ball,,,,,12.0,Ball,W,R,R,LAD,TOR,B,,,0,0,2025,0.03,0.65,0.92,2.63,,,,0,9,Top,,,,,,,9.188584423891973,-133.33509991541823,-4.614971843448459,-1.4605702917523122,27.019192951721063,-23.650477569316998,3.65,1.59,,,,90.8,2552.0,5.6,813022,669257,518692,669242,571970,605141,669743,571771,606192,54.86,,,,,,,,67,1,Cutter,1,6,6,1,6,1,6,1,Standard,Standard,220.0,0.0,0.041,,,,-0.041,,-5,5,0.006,0.994,37,26,37,26,1,4,1.0,1.0,,2.0,2.06,-0.03,-0.03,32.9,,,,,
SI,2025-10-29,99.3,-1.84,5.9,"Guerrero Jr., Vladimir",665489,683618,,ball,,,,,11.0,Ball,W,R,R,LAD,TOR,B,,,0,0,2025,-1.3,1.07,-0.68,4.38,680718.0,,665926.0,2,7,Top,,,,,,,6.238019414112318,-144.54454803878903,-1.2371041975077794,-19.68390650912614,34.91995568004969,-17.15384599948053,3.63,1.6,,,,99.5,2235.0,6.5,813022,669257,518692,669242,571970,605141,669743,571771,606192,54.03,,,,,,,,51,1,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,213.0,-0.001,0.009,,,,-0.009,,-2,2,0.185,0.815,23,26,23,26,1,3,2.0,1.0,,2.0,1.25,1.3,1.3,39.5,,,,,
FF,2025-10-28,99.0,-2.05,5.74,"Guerrero Jr., Vladimir",665489,660271,field_out,hit_into_play,,,,,4.0,Vladimir Guerrero Jr. lines out to center fielder Andy Pages.,W,R,R,LAD,TOR,X,8.0,line_drive,1,2,2025,-0.23,1.12,-0.28,2.43,,,664770.0,2,5,Top,143.86,79.03,,,,,5.38973770352407,-143.9758245367423,-6.255714726053172,-4.393169745022087,32.71983760644473,-15.404311877082574,3.64,1.6,302.0,95.2,17.0,99.8,2515.0,6.7,813023,669257,518692,669242,571970,605141,571771,681624,606192,53.81,0.577,0.566,0.0,1.0,0.0,0.0,4.0,37,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,213.0,0.018,-0.182,75.6,6.9,0.751,0.182,95.2,-1,1,0.397,0.603,30,26,31,26,3,2,11.0,1.0,4.0,1.0,1.21,0.23,0.23,34.9,-9.304524195465806,1.99163426514396,35.61769730120284,31.3825204466128,26.721165601227028
CU,2025-10-28,79.2,-1.85,6.01,"Guerrero Jr., Vladimir",665489,660271,,swinging_strike,,,,,9.0,Swinging Strike,W,R,R,LAD,TOR,S,,,1,1,2025,0.99,-1.11,0.42,1.71,,,664770.0,2,5,Top,,,,,,,3.131063139551644,-115.17455952282548,-0.407828700763569,8.012186214178369,24.4374086903038,-42.10819580794757,3.64,1.6,,,,79.3,2665.0,6.7,813023,669257,518692,669242,571970,605141,571771,681624,606192,53.79,,,,,,,,37,3,Curveball,1,2,2,1,2,1,2,1,Standard,Standard,41.0,0.005,-0.073,77.6,8.7,,0.073,,-1,1,0.392,0.608,30,26,31,26,3,2,11.0,1.0,4.0,1.0,4.79,-0.99,-0.99,42.0,13.11262409191736,-38.714456843655775,22.003590300205808,38.60227012135961,59.07173976252896
